,가게이름,가게 주소,음식 종류,가격 범위,리뷰개수,평점
25,양재동태찜,서울특별시 서초구 남부순환로350길 19-16 지엘하우스,해산물 요리,만원 미만,1,
26,곰작골나주곰탕,서울특별시 서초구 남부순환로 2626 1F,탕 / 찌개 / 전골,만원 미만,3,
27,청계손국시,서울특별시 서초구 동산로 9-5,국수 / 면 요리,만원 미만,3,
28,맘스수제분식,서울특별시 서초구 동산로 18 ,기타 한식,만원 미만,1,
29,양평서울해장국큰아들집,서울특별시 서초구 마방로6길 7-37,탕 / 찌개 / 전골,만원 미만,3,
30,우면당,서울특별시 서초구 매헌로 25 하이돈빌딩,국수 / 면 요리,만원 미만,2,
31,서울경양,서울특별시 서초구 바우뫼로 160,기타 한식,만원 미만,2,
32,이선생짜글이,서울특별시 서초구 매헌로 16 ,탕 / 찌개 / 전골,만원 미만,1,
33,명동곰국시,서울특별시 서초구 마방로10길 58,국수 / 면 요리,만원 미만,2,
34,신선설농탕,서울특별시 서초구 논현로 161,탕 / 찌개 / 전골,만원 미만,3,
35,스쿨푸드,서울특별시 서초구 남부순환로364길 7-3 준연빌딩,기타 한식,만원 미만,3,
36,다복식당,서울특별시 서초구 남부순환로356길 95-15,한정식 / 백반 / 정통 한식,만원 미만,1,
37,전주콩나물국밥비빔밥,서울특별시 서초구 논현로27길 29,탕 / 찌개 / 전골,만원 미만,2,
38,선대백암순대,서울특별시 서초구 강남대로4길 7 성광빌딩,탕 / 찌개 / 전골,만원 미만,1,
39,정여사손칼국수,서울특별시 서초구 바우뫼로 23 선일빌딩,국수 / 면 요리,만원 미만,4,
40,봉평메밀촌,서울특별시 서초구 강남대로18길 27,국수 / 면 요리,만원 미만,2,
41,토방,서울특별시 서초구 바우뫼로43길 18,기타 한식,만원 미만,3,
42,원터,서울특별시 서초구 청룡마을1길 8,한정식 / 백반 / 정통 한식,만원 미만,2,
43,서리풀돈가스,서울특별시 서초구 논현로31길 52,기타 한식,만원 미만,2,
44,마이비스트로,서울특별시 서초구 양재대로11길 36  오토갤러리 B108-109호,퓨전 한식,만원 미만,1,
45,백세명가콩작소3030,서울특별시 서초구 바우뫼로6길 46  1F,한정식 / 백반 / 정통 한식,만원 미만,1,
46,도토리,서울특별시 서초구 청계산로 62,한정식 / 백반 / 정통 한식,만원 미만,4,
47,정떡볶이,서울특별시 서초구 마방로10길 34-11,기타 한식,만원 미만,1,
48,싸다김밥,서울특별시 서초구 동산로 7 1F,기타 한식,만원 미만,1,
49,소담비빔국수,서울특별시 서초구 바우뫼로33길 7-8 중앙빌딩,국수 / 면 요리,만원 미만,1,
50,남도나주곰탕,서울특별시 서초구 매헌로 31-3 ,탕 / 찌개 / 전골,만원 미만,1,
51,명동돈까스,서울특별시 서초구 언남11길 34-12,기타 한식,만원 미만,1,
52,또래오래,서울특별시 서초구 바우뫼로6길 46,닭 / 오리 요리,만원 미만,2,
53,착한토스트,서울특별시 서초구 동산로14길 2,기타 한식,만원 미만,1,
54,이레,서울특별시 서초구 양재대로11길 36  은관 B103호,한정식 / 백반 / 정통 한식,만원 미만,2,
55,일상,서울특별시 서초구 마방로6길 7-27 1F,한정식 / 백반 / 정통 한식,만원 미만,1,
56,명동칼국수,서울특별시 서초구 논현로31길 52,국수 / 면 요리,만원 미만,1,
57,한솥도시락,서울특별시 서초구 동산로 75,기타 한식,만원 미만,1,
58,청계산명가,서울특별시 서초구 원터1길 4,국수 / 면 요리,만원 미만,1,
59,사거리집,서울특별시 서초구 언남길 57,기타 한식,만원 미만,1,
60,전라도밥상,서울특별시 서초구 동산로 18,한정식 / 백반 / 정통 한식,만원 미만,1,
61,한식뷔페 저녁포차,서울특별시 서초구 바우뫼로39길 32-18,한정식 / 백반 / 정통 한식,만원 미만,1,
62,집밥정식,서울특별시 서초구 양재대로11길 36 ,한정식 / 백반 / 정통 한식,만원 미만,1,
63,포이마루,서울특별시 서초구 동산로16길 26 소망빌딩,한정식 / 백반 / 정통 한식,만원 미만,3,
64,김치뚝딱,서울특별시 서초구 강남대로34길 68 은성빌딩,탕 / 찌개 / 전골,만원 미만,1,
65,본해장국,서울특별시 서초구 강남대로34길 69 이화빌딩,탕 / 찌개 / 전골,만원 미만,1,
66,옛골국수집,서울특별시 서초구 논현로 79,국수 / 면 요리,만원 미만,1,
67,순남시래기,서울특별시 서초구 마방로6길 7-40 1F,한정식 / 백반 / 정통 한식,만원 미만,1,
68,토바기김밥,서울특별시 서초구 남부순환로356길 74  1F,기타 한식,만원 미만,1,
69,두부야,서울특별시 서초구 마방로10길 57 민빌딩,한정식 / 백반 / 정통 한식,만원 미만,2,
70,장수국밥,서울특별시 서초구 강남대로 221,탕 / 찌개 / 전골,만원 미만,2,
71,웰빙다시마김밥,서울특별시 서초구 원터2길 3,기타 한식,만원 미만,1,
72,혜주네,서울특별시 서초구 양재천로 135-8 청용빌딩,한정식 / 백반 / 정통 한식,만원 미만,1,
73,대독장,서울특별시 서초구 청계산로 121 2F,탕 / 찌개 / 전골,만원 미만,1,
74,북촌손만두,서울특별시 서초구 강남대로 221,한정식 / 백반 / 정통 한식,만원 미만,3,
75,선릉역매운떡볶이,서울특별시 서초구 남부순환로356길 26 1F 4호,기타 한식,만원 미만,2,
76,감토,서울특별시 서초구 마방로10길 34-21,탕 / 찌개 / 전골,만원 미만,1,
77,삼백청국장,서울특별시 서초구 마방로10길 34-5,탕 / 찌개 / 전골,만원 미만,1,
78,만두랑,서울특별시 서초구 언남16길 3,한정식 / 백반 / 정통 한식,만원 미만,1,
79,이화수전통육개장,서울특별시 서초구 마방로10길 47 송천빌딩,탕 / 찌개 / 전골,만원 미만,1,
80,루디아,서울특별시 서초구 성촌1길 12  삼성프라자2 2F,한정식 / 백반 / 정통 한식,만원 미만,1,
81,역전우동,서울특별시 서초구 태봉로 68,국수 / 면 요리,만원 미만,1,
82,지성사철탕감자탕,서울특별시 서초구 언남19길 15 건영빌딩,탕 / 찌개 / 전골,만원 미만,1,
83,봉평막국수,서울특별시 서초구 청계산로 241-1 영희빌딩,국수 / 면 요리,만원 미만,1,
84,서남집,서울특별시 서초구 언남11길 33 1F,탕 / 찌개 / 전골,만원 미만,1,
85,소호정,서울특별시 서초구 논현로 27,국수 / 면 요리,만원-2만원,42,4.3
86,화덕닭갈비,서울특별시 서초구 강남대로10길 41,닭 / 오리 요리,만원-2만원,8,3.9
87,백화네부엌,서울특별시 서초구 바우뫼로41길 84,퓨전 한식,만원-2만원,8,3.9
88,강촌원조쭈꾸미,서울특별시 서초구 남부순환로350길 19-7 1F,해산물 요리,만원-2만원,14,3.8
89,소나무집,서울특별시 서초구 식유촌길 71,닭 / 오리 요리,만원-2만원,12,3.8
90,소백산양재별관,서울특별시 서초구 강남대로8길 36 1F,고기 요리,만원-2만원,7,3.8
91,소담채,서울특별시 서초구 원터6길 5,한정식 / 백반 / 정통 한식,만원-2만원,6,3.8
92,바베큐랩,서울특별시 서초구 마방로10길 18-13,고기 요리,만원-2만원,10,3.6
93,산들해,서울특별시 서초구 강남대로 213 삼정스포타임,한정식 / 백반 / 정통 한식,만원-2만원,17,3.6
94,오제섞어,서울특별시 서초구 바우뫼로41길 8 정훈빌딩,고기 요리,만원-2만원,9,3.4
95,배나무골,서울특별시 서초구 마방로2길 12,닭 / 오리 요리,만원-2만원,11,
96,지세포,서울특별시 서초구 남부순환로350길 60 1F,해산물 요리,만원-2만원,2,
97,소호정,서울특별시 서초구 청룡마을4길 11-4,국수 / 면 요리,만원-2만원,7,
98,애마오리,서울특별시 서초구 원터6길 8,닭 / 오리 요리,만원-2만원,6,
99,평가옥,서울특별시 서초구 논현로 69,국수 / 면 요리,만원-2만원,8,
100,소부곱창,서울특별시 서초구 남부순환로350길 13 한신빌딩,고기 요리,만원-2만원,6,
101,소호정,서울특별시 서초구 논현로13길 1,국수 / 면 요리,만원-2만원,5,
102,배수경양재정육식당,서울특별시 서초구 남부순환로350길 51,고기 요리,만원-2만원,5,
103,오징어회세꼬시,서울특별시 서초구 남부순환로356길 74,해산물 요리,만원-2만원,2,
104,6484쪽갈비,서울특별시 서초구 동산로19길 50 봉산빌딩,고기 요리,만원-2만원,2,
105,해우름,서울특별시 서초구 바우뫼로37길 38,해산물 요리,만원-2만원,6,
