,가게이름,가게 주소,음식 종류,가격 범위,리뷰개수,평점
157,핫스토리 부대찌개,서울특별시 강남구 테헤란로87길 46 오크우드호텔 B2,탕 / 찌개 / 전골,만원-2만원,1,
158,들녘숯불구이,서울특별시 강남구 영동대로114길 11,고기 요리,만원-2만원,1,
159,서백자간장게장,서울특별시 강남구 삼성로 542 석천빌딩,한정식 / 백반 / 정통 한식,2만원-3만원,8,4.1
160,꽃지,서울특별시 강남구 봉은사로 610 수도빌딩,한정식 / 백반 / 정통 한식,2만원-3만원,18,4.0
161,봉산집,서울특별시 강남구 삼성로 564,고기 요리,2만원-3만원,16,3.8
162,봉화전,서울특별시 강남구 봉은사로 632,한정식 / 백반 / 정통 한식,2만원-3만원,6,
163,등심팩토리,서울특별시 강남구 삼성로100길 23-8,고기 요리,2만원-3만원,4,
164,막썰이회30000,서울특별시 강남구 봉은사로78길 13 1F,해산물 요리,2만원-3만원,6,
165,교대이층집,서울특별시 강남구 삼성로96길 9 2-3F,고기 요리,2만원-3만원,2,
166,샤블랑157,서울특별시 강남구 테헤란로83길 11 2F,탕 / 찌개 / 전골,2만원-3만원,2,
167,진주,서울특별시 강남구 테헤란로83길 31,해산물 요리,2만원-3만원,1,
168,송강민물장어,서울특별시 강남구 봉은사로 535,해산물 요리,2만원-3만원,1,
169,삼환,서울특별시 강남구 영동대로112길 10,고기 요리,2만원-3만원,1,
170,푸에르코,서울특별시 강남구 테헤란로87길 35 2F,고기 요리,2만원-3만원,4,
171,가장맛있는족발,서울특별시 강남구 봉은사로57길 5,고기 요리,2만원-3만원,2,
172,남도구들한정식,서울특별시 강남구 테헤란로 437 B1,한정식 / 백반 / 정통 한식,2만원-3만원,2,
173,금수강산,서울특별시 강남구 삼성로92길 27,고기 요리,2만원-3만원,1,
174,맑은바닷가,서울특별시 강남구 선릉로112길 14,해산물 요리,2만원-3만원,2,
175,황소곱창,서울특별시 강남구 봉은사로82길 16,고기 요리,2만원-3만원,1,
176,연지횟집,서울특별시 강남구 삼성로 642 삼성빌딩,해산물 요리,2만원-3만원,1,
177,크랩52,서울특별시 강남구 테헤란로87길 46 트레이드타워 52F,해산물 요리,4만원 이상,7,4.4
178,Restaurant RIPE,서울특별시 강남구 영동대로96길 26 9F,고기 요리,4만원 이상,10,4.3
179,구을가,서울특별시 강남구 선릉로 632,고기 요리,4만원 이상,6,4.3
180,명인등심,서울특별시 강남구 봉은사로86길 30,고기 요리,4만원 이상,7,4.2
181,투뿔등심고담,서울특별시 강남구 테헤란로87길 33 융전빌딩 B1,고기 요리,3만원-4만원,25,4.1
182,곰바위,서울특별시 강남구 영동대로115길 10,고기 요리,3만원-4만원,26,4.1
183,홍백,서울특별시 강남구 삼성로 571,고기 요리,3만원-4만원,14,4.0
184,칠백식당,서울특별시 강남구 봉은사로63길 7,고기 요리,3만원-4만원,12,4.0
185,물조은 선주집,서울특별시 강남구 봉은사로84길 29,해산물 요리,3만원-4만원,10,3.6
186,아우정,서울특별시 강남구 테헤란로87길 45,고기 요리,4만원 이상,5,3.4
187,배꼽집,서울특별시 강남구 영동대로 513 코엑스몰 B1 B111호,고기 요리,3만원-4만원,12,3.3
188,품,서울특별시 강남구 삼성로126길 6 보고재빌딩 6F,한정식 / 백반 / 정통 한식,4만원 이상,5,
189,수담,서울특별시 강남구 봉은사로 418,한정식 / 백반 / 정통 한식,3만원-4만원,9,
190,해품초,서울특별시 강남구 테헤란로87길 29 M빌딩,한정식 / 백반 / 정통 한식,3만원-4만원,1,
191,보름쇠,서울특별시 강남구 테헤란로81길 36,고기 요리,4만원 이상,6,
192,우미학,서울특별시 강남구 테헤란로 517 현대백화점무역센터점 B1,고기 요리,4만원 이상,8,
193,경복궁블랙,서울특별시 강남구 테헤란로87길 46 호텔오크우드프리미어 1F,한정식 / 백반 / 정통 한식,4만원 이상,1,
194,프로간장게장,서울특별시 강남구 테헤란로83길 53,한정식 / 백반 / 정통 한식,3만원-4만원,1,
195,킹크랩대게한상,서울특별시 강남구 봉은사로 634 20TOWER,해산물 요리,4만원 이상,1,
196,수궁갈비,서울특별시 강남구 봉은사로97길 4,기타 한식,3만원-4만원,1,
197,삼성어시장,서울특별시 강남구 봉은사로 474 ,해산물 요리,3만원-4만원,1,
198,스시히로바,서울특별시 강남구 삼성로 620,회 / 스시,만원 미만,18,3.6
199,우츠와,서울특별시 강남구 학동로56길 32,라멘 / 소바 / 우동,만원 미만,14,3.6
200,홍대개미,서울특별시 강남구 테헤란로 521 B1,돈부리 / 일본 카레 / 벤토,만원 미만,16,2.7
201,아쯔마로,서울특별시 강남구 삼성로126길 14,라멘 / 소바 / 우동,만원 미만,5,
202,텐노쿠시,서울특별시 강남구 테헤란로 517 현대백화점 무역센터점 B1,이자카야 / 오뎅 / 꼬치,만원 미만,2,
203,서울덮밥,서울특별시 강남구 테헤란로87길 22 코엑스몰 B1,돈부리 / 일본 카레 / 벤토,만원 미만,5,
204,소노야,서울특별시 강남구 선릉로 660,라멘 / 소바 / 우동,만원 미만,2,
205,소노야,서울특별시 강남구 영동대로 513 코엑스몰 B1 L106호,정통 일식 / 일반 일식,만원 미만,3,
206,엔소쿠,서울특별시 강남구 테헤란로 517 현대백화점 무역센터점 B1,기타 일식,만원 미만,3,
207,설가츠,서울특별시 강남구 학동로68길 7 ,까스 요리,만원 미만,3,
208,무샤무샤,서울특별시 강남구 선릉로112길 19,까스 요리,만원 미만,4,
209,이자카야탄,서울특별시 강남구 삼성로96길 7 B1,정통 일식 / 일반 일식,만원 미만,2,
210,동경에서먹었던규동,서울특별시 강남구 테헤란로83길 15,돈부리 / 일본 카레 / 벤토,만원 미만,2,
211,캬베츠닷뿌리,서울특별시 강남구 테헤란로 517 현대백화점 무역센터점 B1,라멘 / 소바 / 우동,만원 미만,1,
212,하나샤부정,서울특별시 강남구 테헤란로81길 62,기타 일식,만원-2만원,32,4.3
213,마이니치라멘,서울특별시 강남구 봉은사로61길 17 1F,라멘 / 소바 / 우동,만원-2만원,23,4.3
214,송,서울특별시 강남구 테헤란로 517 현대백화점 무역센터점 10F,라멘 / 소바 / 우동,만원-2만원,49,3.8
215,이나세,서울특별시 강남구 테헤란로 521 파르나스몰 B1 F-15호,라멘 / 소바 / 우동,만원-2만원,7,3.5
216,일상정원,서울특별시 강남구 테헤란로87길 36,기타 일식,만원-2만원,7,3.4
217,교토가츠규,서울특별시 강남구 테헤란로87길 58 컨벤션센터 별관 B2,까스 요리,만원-2만원,5,3.3
218,도모다찌,서울특별시 강남구 영동대로 513 코엑스몰 메가박스 입구 B1,정통 일식 / 일반 일식,만원-2만원,10,3.2
219,홍대돈부리,서울특별시 강남구 영동대로 513 코엑스몰 아쿠아리움근처 B1 O106호,돈부리 / 일본 카레 / 벤토,만원-2만원,14,3.1
220,쇼군,서울특별시 강남구 영동대로 513 코엑스몰 B1 O105호,라멘 / 소바 / 우동,만원-2만원,12,3.1
221,멘무샤,서울특별시 강남구 영동대로 513 코엑스몰 B1 I106호,라멘 / 소바 / 우동,만원-2만원,7,3.0
222,사보텐,서울특별시 강남구 영동대로 513 코엑스몰 B1 D110호,까스 요리,만원-2만원,14,3.0
223,쿠시152,서울특별시 강남구 삼성로104길 16,이자카야 / 오뎅 / 꼬치,만원-2만원,11,
224,스시한판,서울특별시 강남구 영동대로 513 코엑스몰 B1 L129호,회 / 스시,만원-2만원,7,
225,기소야,서울특별시 강남구 삼성로92길 13 중산빌딩 1F,정통 일식 / 일반 일식,만원-2만원,9,
226,스시츠카무,서울특별시 강남구 테헤란로 521 파르나스몰 B1,회 / 스시,만원-2만원,2,
227,노메,서울특별시 강남구 봉은사로103길 8 2F,이자카야 / 오뎅 / 꼬치,만원-2만원,7,
228,교토가츠규,서울특별시 강남구 테헤란로87길 17 마젤란21 아스테리움 1F,까스 요리,만원-2만원,4,
229,시마스시,서울특별시 강남구 테헤란로87길 46,회 / 스시,만원-2만원,1,
230,그린파이브,서울특별시 강남구 테헤란로 517 현대백화점 무역센터점 B1,퓨전 일식,만원-2만원,1,
231,홍스나나,서울특별시 강남구 봉은사로57길 13 1F,정통 일식 / 일반 일식,만원-2만원,5,
232,열도미행,서울특별시 강남구 테헤란로 521,기타 일식,만원-2만원,2,
233,정겨운오뎅집,서울특별시 강남구 테헤란로81길 56,이자카야 / 오뎅 / 꼬치,만원-2만원,3,
234,멘야미코,서울특별시 강남구 삼성로 642 삼성빌딩 103호,까스 요리,만원-2만원,2,
235,동경,서울특별시 강남구 영동대로 513 코엑스몰 메가박스 입구 B1,정통 일식 / 일반 일식,만원-2만원,7,
236,하쿠나마타타,서울특별시 강남구 테헤란로81길 62-4,이자카야 / 오뎅 / 꼬치,만원-2만원,4,
237,본가스시,서울특별시 강남구 테헤란로 517 현대백화점 무역센터점 B1,회 / 스시,만원-2만원,3,
238,카츠8,서울특별시 강남구 테헤란로 521 파르나스몰 B1,까스 요리,만원-2만원,3,
239,상까스앤상화교자,서울특별시 강남구 테헤란로87길 46 호텔오크우드프리미어 B2,까스 요리,만원-2만원,2,
240,청담오뎅,서울특별시 강남구 선릉로 660 브라운스톤 114호,이자카야 / 오뎅 / 꼬치,만원-2만원,1,
241,낭만주객목로,서울특별시 강남구 봉은사로74길 19,퓨전 일식,만원-2만원,2,
242,오뎅야,서울특별시 강남구 선릉로 638,이자카야 / 오뎅 / 꼬치,만원-2만원,1,
243,미미야,서울특별시 강남구 봉은사로84길 22 1F,이자카야 / 오뎅 / 꼬치,만원-2만원,1,
244,하랑,서울특별시 강남구 선릉로112길 38 1F,까스 요리,만원-2만원,3,
245,청담스시,서울특별시 강남구 학동로 504,회 / 스시,만원-2만원,3,
246,쿠벤,서울특별시 강남구 테헤란로81길 52-3,정통 일식 / 일반 일식,만원-2만원,1,
247,호랑이초밥,서울특별시 강남구 삼성로100길 23-11,회 / 스시,만원-2만원,1,
248,상상돈가츠,서울특별시 강남구 영동대로 517 도심공항타워 B15호,까스 요리,만원-2만원,1,
249,란주쿠,서울특별시 강남구 봉은사로82길 31 예논빌딩,이자카야 / 오뎅 / 꼬치,2만원-3만원,17,4.2
250,최우영식당,서울특별시 강남구 선릉로 620 1F,정통 일식 / 일반 일식,2만원-3만원,6,3.6
251,모요,서울특별시 강남구 선릉로122길 12,이자카야 / 오뎅 / 꼬치,2만원-3만원,3,
252,청담하게,서울특별시 강남구 학동로82길 12,이자카야 / 오뎅 / 꼬치,2만원-3만원,2,
253,남오토코,서울특별시 강남구 삼성로104길 17,이자카야 / 오뎅 / 꼬치,2만원-3만원,4,
254,쇼헤이,서울특별시 강남구 봉은사로59길 12,이자카야 / 오뎅 / 꼬치,2만원-3만원,2,
255,수다,서울특별시 강남구 테헤란로87길 53,이자카야 / 오뎅 / 꼬치,2만원-3만원,2,
256,세이로켄마,서울특별시 강남구 테헤란로81길 48,정통 일식 / 일반 일식,2만원-3만원,1,
