,가게이름,가게 주소,음식 종류,가격 범위,리뷰개수,평점,lat,lng
107,첨벙아구찜,서울특별시 강남구 강남대로150길 12,한정식 / 백반 / 정통 한식,만원-2만원,7,4.3,37.5158143,127.0209042
108,리북집,서울특별시 강남구 학동로2길 45,고기 요리,만원-2만원,81,4.2,37.5086695,127.0235753
109,함지곱창,서울특별시 강남구 학동로2길 33,고기 요리,만원-2만원,53,4.1,37.5092372,127.0232523
110,대삼식당,서울특별시 강남구 학동로41길 23,고기 요리,만원-2만원,10,4.1,37.5174516,127.0361406
111,송포갈비,서울특별시 강남구 강남대로114길 23,고기 요리,만원-2만원,11,4.1,37.5062414,127.0261144
112,봉산평양냉면,서울특별시 강남구 학동로1길 21,국수 / 면 요리,만원-2만원,11,4.1,37.5127731,127.0216396
113,신촌황소곱창,서울특별시 강남구 강남대로128길 10,고기 요리,만원-2만원,11,4.1,37.5097195,127.0230639
114,해몽,서울특별시 강남구 학동로41길 32,고기 요리,만원-2만원,32,4.0,37.5180734,127.0363645
115,가람,서울특별시 강남구 언주로135길 13 1F,국수 / 면 요리,만원-2만원,13,4.0,37.5167545,127.0340806
116,용삼계탕,서울특별시 강남구 학동로4길 8,탕 / 찌개 / 전골,만원-2만원,11,4.0,37.5108874,127.0228598
117,게방식당,서울특별시 강남구 선릉로131길 17 1F,한정식 / 백반 / 정통 한식,만원-2만원,22,3.9,37.5172783,127.0394223
118,삼육가,서울특별시 강남구 강남대로114길 8,고기 요리,만원-2만원,13,3.9,37.5056529,127.0250046
119,사람사는 고깃집 김일도,서울특별시 강남구 강남대로118길 26 성신빌딩  1F,고기 요리,만원-2만원,5,3.9,37.5067339,127.025521
120,류몽민,서울특별시 강남구 학동로25길 11,닭 / 오리 요리,만원-2만원,9,3.8,37.5143611,127.0287769
121,돼지연구소,서울특별시 강남구 논현로114길 14,고기 요리,만원-2만원,6,3.8,37.5086453,127.0345573
122,평양면옥,서울특별시 강남구 논현로150길 6,국수 / 면 요리,만원-2만원,36,3.7,37.5189036,127.0291479
123,장남식당,서울특별시 강남구 봉은사로5길 10,고기 요리,만원-2만원,14,3.7,37.5057503,127.0262215
124,삼미숯불갈비,서울특별시 강남구 학동로2길 30,고기 요리,만원-2만원,8,3.7,37.50943340000001,127.0229003
125,부산아구,서울특별시 강남구 강남대로150길 10,해산물 요리,만원-2만원,23,3.4,37.5157405,127.0206925
126,한신포차,서울특별시 강남구 강남대로118길 11,닭 / 오리 요리,만원-2만원,17,3.4,37.5066789,127.0245309
127,슈퍼집,서울특별시 강남구 언주로130길 14 화림빌딩 1F,기타 한식,만원-2만원,22,3.3,37.5148766,127.0367099
128,땅코참숯구이,서울특별시 강남구 언주로134길 13,고기 요리,만원-2만원,6,3.3,37.5168273,127.0367098
129,팔당닭발,서울특별시 강남구 학동로45길 3,닭 / 오리 요리,만원-2만원,8,3.3,37.5164757,127.0377946
130,호텔카푸치노 시그니처도시락,서울특별시 강남구 봉은사로 155 1F,기타 한식,만원-2만원,4,,37.506801,127.0314853
131,고향집,서울특별시 강남구 언주로134길 17,해산물 요리,만원-2만원,2,,37.5168955,127.037003
132,영동그집,서울특별시 강남구 봉은사로1길 42-8,고기 요리,만원-2만원,5,,37.5074285,127.0244205
133,김천재의 육회반한연어,서울특별시 강남구 강남대로118길 47 2F,고기 요리,만원-2만원,4,,37.507476,127.0267895
134,진전복삼계탕,서울특별시 강남구 선릉로129길 21 B1,탕 / 찌개 / 전골,만원-2만원,9,,37.51581669999999,127.0397408
135,자연석돌구이,서울특별시 강남구 언주로148길 9,고기 요리,만원-2만원,9,,37.5206031,127.0353252
136,옥면가,서울특별시 강남구 학동로50길 14 1F,국수 / 면 요리,만원-2만원,3,,37.5156556,127.0398718
137,세종한우,서울특별시 강남구 논현로 642,고기 요리,만원-2만원,7,,37.5108893,127.0325093
138,외가집,서울특별시 강남구 강남대로122길 28 ,고기 요리,만원-2만원,2,,37.5082169,127.0252846
139,마장동박현규,서울특별시 강남구 강남대로128길 27 새호시티라이프빌딩,고기 요리,만원-2만원,3,,37.5104036,127.0243833
140,강남곱창이야기,서울특별시 강남구 봉은사로1길 42,고기 요리,만원-2만원,14,,37.5074326,127.0241434
141,마포숯불갈비,서울특별시 강남구 도산대로 232 청학아파트 A동,고기 요리,만원-2만원,2,,37.5205692,127.0328266
142,만구기네화로불닭발,서울특별시 강남구 도산대로50길 37,닭 / 오리 요리,만원-2만원,3,,37.5199431,127.0378077
143,이모왕곱창,서울특별시 강남구 강남대로122길 6,고기 요리,만원-2만원,7,,37.5074751,127.0238408
144,깐부치킨,서울특별시 강남구 학동로 224 삼환아르누보3차,닭 / 오리 요리,만원-2만원,6,,37.51445880000001,127.0332712
145,춘이네닭도리탕,서울특별시 강남구 강남대로118길 20,닭 / 오리 요리,만원-2만원,5,,37.5065462,127.0250496
146,골목길,서울특별시 강남구 언주로147길 9-3,해산물 요리,만원-2만원,2,,37.51969709999999,127.0337192
147,포크댄스,서울특별시 강남구 강남대로118길 31 B1,고기 요리,만원-2만원,3,,37.5070645,127.025623
148,하남돼지집,서울특별시 강남구 강남대로118길 17,고기 요리,만원-2만원,7,,37.5067975,127.0248235
149,달수네소곱창,서울특별시 강남구 논현로149길 73,고기 요리,만원-2만원,2,,37.5164402,127.0228202
150,삼촌네고깃집,서울특별시 강남구 학동로4길 45,고기 요리,만원-2만원,6,,37.5085007,127.0243059
151,노랑통닭,서울특별시 강남구 강남대로116길 8,닭 / 오리 요리,만원-2만원,2,,37.5060616,127.024738
152,곱창선생,서울특별시 강남구 강남대로122길 10 영흥빌딩,고기 요리,만원-2만원,6,,37.5075984,127.0240778
153,밤을걷는선비,서울특별시 강남구 강남대로122길 17,닭 / 오리 요리,만원-2만원,3,,37.5082107,127.0244216
154,논현동조개전골,서울특별시 강남구 학동로4길 20,해산물 요리,만원-2만원,6,,37.51003,127.0232318
155,롸버트치킨,서울특별시 강남구 언주로 604 아크로힐스논현 103호,닭 / 오리 요리,만원-2만원,1,,37.5196689,127.0379979
156,깐부치킨,서울특별시 강남구 언주로146길 3,닭 / 오리 요리,만원-2만원,1,,37.5198413,127.0350465
157,깐부치킨,서울특별시 강남구 선릉로131길 12,닭 / 오리 요리,만원-2만원,1,,37.5175614,127.0395155
158,팔당족발,서울특별시 강남구 학동로45길 7,고기 요리,만원-2만원,4,,37.51672,127.0378039
159,만덕식당,서울특별시 강남구 도산대로8길 10,고기 요리,만원-2만원,4,,37.5161526,127.0220333
160,수라선,서울특별시 강남구 학동로 343 더피나클강남 B1 B102-103호,한정식 / 백반 / 정통 한식,만원-2만원,3,,37.517398,127.0406221
161,주지육림,서울특별시 강남구 언주로148길 14 라동 113호,고기 요리,만원-2만원,2,,37.5202946,127.0359457
162,초심한우,서울특별시 강남구 언주로148길 27,고기 요리,만원-2만원,2,,37.5209673,127.036669
163,통큰생고기,서울특별시 강남구 언주로136길 10,고기 요리,만원-2만원,2,,37.5171236,127.0363553
164,영암집,서울특별시 강남구 강남대로124길 49,한정식 / 백반 / 정통 한식,만원-2만원,2,,37.51003960000001,127.0260357
165,구청갈비,서울특별시 강남구 선릉로129길 9-6,고기 요리,만원-2만원,1,,37.5157951,127.0407467
166,이층집닭도리탕,서울특별시 강남구 강남대로124길 10 2F,닭 / 오리 요리,만원-2만원,8,,37.5088173,127.0234738
167,광개토정육식당,서울특별시 강남구 강남대로114길 22,고기 요리,만원-2만원,2,,37.5063548,127.026888
168,강남쪽갈비,서울특별시 강남구 선릉로131길 24 1F,고기 요리,만원-2만원,4,,37.5173828,127.0389707
169,청평숯불갈비,서울특별시 강남구 봉은사로1길 16,고기 요리,만원-2만원,2,,37.5058325,127.0249288
170,만득이곱창,서울특별시 강남구 강남대로124길 3-8 1F,고기 요리,만원-2만원,3,,37.5091724,127.0229308
171,제주몬트락,서울특별시 강남구 학동로2길 50,고기 요리,만원-2만원,2,,37.5082833,127.0234027
