,가게이름,가게 주소,음식 종류,가격 범위,리뷰개수,평점
85,육시리,서울특별시 중구 남대문로1길 31,고기 요리,만원-2만원,7,
86,속초생태집,서울특별시 중구 남대문로 25-17,해산물 요리,만원-2만원,2,
87,정동길,서울특별시 중구 정동길 37,기타 한식,만원-2만원,2,
88,꺼멍도새기,서울특별시 중구 남대문로5길 49,고기 요리,만원-2만원,2,
89,화포식당,서울특별시 중구 남대문로1길 16,고기 요리,만원-2만원,1,
90,아리연,서울특별시 중구 세종대로12길 12 해남2빌딩 B1,한정식 / 백반 / 정통 한식,만원-2만원,3,
91,산방돼지,서울특별시 중구 세종대로21길 40,고기 요리,만원-2만원,2,
92,대원집,서울특별시 중구 을지로3길 30-4,고기 요리,만원-2만원,4,
93,을밀대,서울특별시 중구 남대문로9길 40 B1-101호,국수 / 면 요리,만원-2만원,4,
94,무교동유정낙지,서울특별시 중구 세종대로21길 22 태성빌딩 101호,해산물 요리,만원-2만원,2,
95,리즈너블한식당,서울특별시 중구 만리재로35길 50,닭 / 오리 요리,만원-2만원,2,
96,춘하추동,서울특별시 중구 남대문로 114 1F,한정식 / 백반 / 정통 한식,만원-2만원,1,
97,오복정,서울특별시 중구 세종대로11길 30,탕 / 찌개 / 전골,만원-2만원,5,
98,곽대리꼼대리닭대리,서울특별시 중구 서소문로 12,닭 / 오리 요리,만원-2만원,2,
99,쌀통닭,서울특별시 중구 세종대로14길 17-4,닭 / 오리 요리,만원-2만원,1,
100,서화,서울특별시 중구 서소문로 109,고기 요리,만원-2만원,4,
101,남문토방,서울특별시 중구 남대문시장길 73-5,닭 / 오리 요리,만원-2만원,1,
102,목포생태찌개,서울특별시 중구 남대문로1길 46 2F,해산물 요리,만원-2만원,1,
103,월매네남원추어탕,서울특별시 중구 서소문로 109-8,해산물 요리,만원-2만원,3,
104,승환네,서울특별시 중구 서소문로 109-7,해산물 요리,만원-2만원,2,
105,화포식당,서울특별시 중구 남대문로1길 16,고기 요리,만원-2만원,1,
106,아리연,서울특별시 중구 세종대로12길 12 해남2빌딩 B1,한정식 / 백반 / 정통 한식,만원-2만원,3,
107,산방돼지,서울특별시 중구 세종대로21길 40,고기 요리,만원-2만원,2,
108,대원집,서울특별시 중구 을지로3길 30-4,고기 요리,만원-2만원,4,
109,을밀대,서울특별시 중구 남대문로9길 40 B1-101호,국수 / 면 요리,만원-2만원,4,
110,무교동유정낙지,서울특별시 중구 세종대로21길 22 태성빌딩 101호,해산물 요리,만원-2만원,2,
111,리즈너블한식당,서울특별시 중구 만리재로35길 50,닭 / 오리 요리,만원-2만원,2,
112,춘하추동,서울특별시 중구 남대문로 114 1F,한정식 / 백반 / 정통 한식,만원-2만원,1,
113,오복정,서울특별시 중구 세종대로11길 30,탕 / 찌개 / 전골,만원-2만원,5,
114,곽대리꼼대리닭대리,서울특별시 중구 서소문로 12,닭 / 오리 요리,만원-2만원,2,
115,쌀통닭,서울특별시 중구 세종대로14길 17-4,닭 / 오리 요리,만원-2만원,1,
116,서화,서울특별시 중구 서소문로 109,고기 요리,만원-2만원,4,
117,남문토방,서울특별시 중구 남대문시장길 73-5,닭 / 오리 요리,만원-2만원,1,
118,목포생태찌개,서울특별시 중구 남대문로1길 46 2F,해산물 요리,만원-2만원,1,
119,무교동낙지,서울특별시 중구 덕수궁길 7,해산물 요리,만원-2만원,5,
120,월매네남원추어탕,서울특별시 중구 서소문로 109-8,해산물 요리,만원-2만원,3,
121,승환네,서울특별시 중구 서소문로 109-7,해산물 요리,만원-2만원,2,
122,장터본가,서울특별시 중구 세종대로 62,고기 요리,만원-2만원,2,
123,제주본가,서울특별시 중구 을지로1길 8,탕 / 찌개 / 전골,만원-2만원,1,
124,필부오리,서울특별시 중구 서소문로 101-1  2F,닭 / 오리 요리,만원-2만원,1,
125,교대갈비집,서울특별시 중구 남대문로1길 31 2F,고기 요리,만원-2만원,1,
126,중앙왕족발,서울특별시 중구 남대문시장4길 10-1,고기 요리,만원-2만원,1,
127,본죽,서울특별시 중구 퇴계로 72 리더스뷰남산 115호,기타 한식,만원-2만원,1,
128,천복,서울특별시 중구 세종대로14길 27-4,고기 요리,만원-2만원,1,
