,가게이름,가게 주소,음식 종류,가격 범위,리뷰개수,평점
104,림왕돈까스,서울특별시 중구 소파로 91-1,기타 한식,만원-2만원,3,
105,내가찜한닭,서울특별시 중구 명동4길 11,닭 / 오리 요리,만원-2만원,4,
106,평양면옥,서울특별시 중구 소공로 63 본관 5F,국수 / 면 요리,만원-2만원,5,
107,1978테라스,서울특별시 중구 소파로 95 1F,기타 한식,만원-2만원,3,
108,아미월,서울특별시 중구 소공로 35 남산롯데캐슬아이리스 120호,퓨전 한식,만원-2만원,5,
109,제임스치즈등갈비,서울특별시 중구 명동10길 11,고기 요리,만원-2만원,1,
110,가족회관,서울특별시 중구 남대문로 81 롯데백화점 본점 13F,한정식 / 백반 / 정통 한식,만원-2만원,3,
111,강호동백정,서울특별시 중구 명동10길 19-3,고기 요리,만원-2만원,1,
112,치르치르,서울특별시 중구 명동7길 21,닭 / 오리 요리,만원-2만원,2,
113,일번지곱창대창,서울특별시 중구 명동9길 33,고기 요리,만원-2만원,4,
114,하남돼지집,서울특별시 중구 명동9가길 12,고기 요리,만원-2만원,2,
115,은앤정명동닭갈비,서울특별시 중구 명동7길 19 2F,닭 / 오리 요리,만원-2만원,3,
116,순남시래기,서울특별시 중구 명동10길 35-20,한정식 / 백반 / 정통 한식,만원-2만원,3,
117,마루터,서울특별시 중구 퇴계로 77 신세계백화점 본점 B1,한정식 / 백반 / 정통 한식,만원-2만원,1,
118,한우리,서울특별시 중구 남대문로 81 롯데백화점 본점 13F,탕 / 찌개 / 전골,만원-2만원,2,
119,안동찜닭,서울특별시 중구 명동10길 3,닭 / 오리 요리,만원-2만원,5,
120,삽교곱창,서울특별시 용산구 한강대로104마길 2,고기 요리,만원-2만원,1,
121,우진골뱅이,서울특별시 중구 마른내로 21,해산물 요리,만원-2만원,3,
122,서래헌,서울특별시 중구 남대문로 81 롯데백화점 본점 14F,고기 요리,만원-2만원,2,
123,봉추찜닭,서울특별시 중구 명동8나길 47,닭 / 오리 요리,만원-2만원,1,
124,원당감자탕,서울특별시 중구 명동9길 13,탕 / 찌개 / 전골,만원-2만원,3,
125,신동궁감자탕,서울특별시 중구 명동9길 43,탕 / 찌개 / 전골,만원-2만원,5,
126,남파고택,서울특별시 중구 을지로 30 롯데백화점 본점 13F,한정식 / 백반 / 정통 한식,만원-2만원,3,
127,남산왕돈까스,서울특별시 중구 명동7길 21,기타 한식,만원-2만원,3,
128,황금목장,서울특별시 중구 명동8나길 6,고기 요리,만원-2만원,1,
129,우촌,서울특별시 중구 을지로12길 24,탕 / 찌개 / 전골,만원-2만원,1,
130,정태네실비집,서울특별시 중구 퇴계로20길 15,기타 한식,만원-2만원,2,
131,원당감자탕,서울특별시 중구 마른내로 14,탕 / 찌개 / 전골,만원-2만원,1,
132,정림회관,서울특별시 중구 명동8가길 32,고기 요리,만원-2만원,2,
133,남산오리진흙구이,서울특별시 중구 필동로 92,닭 / 오리 요리,만원-2만원,1,
134,남도한식정든님,서울특별시 중구 을지로 78 2F,한정식 / 백반 / 정통 한식,만원-2만원,1,
135,제주미항,서울특별시 중구 명동8길 8-10,한정식 / 백반 / 정통 한식,만원-2만원,1,
136,홍탁집,서울특별시 중구 퇴계로42길 8,해산물 요리,만원-2만원,2,
137,광장동가온,서울특별시 중구 명동길 74,한정식 / 백반 / 정통 한식,만원-2만원,1,
138,오븐에빠진닭,서울특별시 중구 명동7길 21,닭 / 오리 요리,만원-2만원,1,
139,유가네닭갈비,서울특별시 중구 명동8나길 22,닭 / 오리 요리,만원-2만원,1,
140,둘둘치킨,서울특별시 중구 퇴계로20길 5,닭 / 오리 요리,만원-2만원,1,
141,BHC치킨,서울특별시 중구 명동7길 21,닭 / 오리 요리,만원-2만원,1,
142,서울불고기,서울특별시 중구 명동2길 57,고기 요리,만원-2만원,1,
143,옛날농장,서울특별시 중구 퇴계로 222-1,고기 요리,만원-2만원,1,
144,세이슌,서울특별시 중구 명동9가길 10,한정식 / 백반 / 정통 한식,만원-2만원,2,
145,완도회집,서울특별시 중구 소공로 38,해산물 요리,만원-2만원,1,
146,중일면옥,서울특별시 중구 명동길 25-4,국수 / 면 요리,만원-2만원,1,
147,이남장,서울특별시 중구 명동9길 39,탕 / 찌개 / 전골,만원-2만원,1,
148,명동정한정식,서울특별시 중구 삼일대로 299,한정식 / 백반 / 정통 한식,만원-2만원,2,
149,왕비집,서울특별시 중구 명동8가길 26,고기 요리,만원-2만원,2,
150,불고기마운틴,서울특별시 중구 명동7길 17 2-4F,고기 요리,만원-2만원,1,
151,본가집토종순대,서울특별시 중구 퇴계로 197,기타 한식,만원-2만원,1,
152,화포식당,서울특별시 중구 명동7가길 22,고기 요리,만원-2만원,1,
153,박대감닭한마리,"서울특별시 중구 명동7길 21 명동아르누보센텀 110, 122호",닭 / 오리 요리,만원-2만원,1,
154,사랑채,서울특별시 중구 필동로 34,탕 / 찌개 / 전골,만원-2만원,1,
155,대나무집,서울특별시 중구 퇴계로20길 29,고기 요리,만원-2만원,1,
156,삼미옥,서울특별시 중구 퇴계로20가길 6,고기 요리,2만원-3만원,6,4.0
157,흑돈가,서울특별시 중구 명동7길 21 아르누보센텀 B1,고기 요리,2만원-3만원,8,3.6
158,한우리,서울특별시 중구 소공로 63 신세계백화점 본점 5F,탕 / 찌개 / 전골,2만원-3만원,4,
159,아미소,서울특별시 중구 명동4길 25,한정식 / 백반 / 정통 한식,2만원-3만원,2,
160,큰기와집한상,서울특별시 중구 소공로 63 신세계백화점 본점 본관 5F,한정식 / 백반 / 정통 한식,2만원-3만원,6,
161,필동족발,서울특별시 중구 필동로 29,고기 요리,2만원-3만원,3,
162,청기와타운,서울특별시 중구 을지로 54  1F,고기 요리,2만원-3만원,1,
163,지우갈비,서울특별시 중구 퇴계로18길 20,고기 요리,2만원-3만원,2,
164,조개와,서울특별시 중구 명동7길 17,해산물 요리,2만원-3만원,1,
165,서울복집,서울특별시 중구 명동길 25-6,해산물 요리,2만원-3만원,1,
166,명동해물탕어머니집,서울특별시 중구 명동8길 11-6,탕 / 찌개 / 전골,2만원-3만원,1,
167,삼호정,서울특별시 중구 퇴계로16길 34,고기 요리,2만원-3만원,1,
168,몽블리,서울특별시 중구 명동8나길 9 3F,고기 요리,2만원-3만원,1,
169,비진도전복구이,서울특별시 중구 을지로 54-1,해산물 요리,2만원-3만원,1,
170,송원,서울특별시 중구 동호로24길 15,고기 요리,2만원-3만원,2,
171,우리가든,서울특별시 중구 퇴계로 127 B1,고기 요리,2만원-3만원,2,
172,무궁화,서울특별시 중구 남대문로 81 롯데호텔서울 본관 38F,한정식 / 백반 / 정통 한식,4만원 이상,8,4.4
173,라연,서울특별시 중구 동호로 249 서울신라호텔 23F,한정식 / 백반 / 정통 한식,4만원 이상,21,3.8
174,진사댁,서울특별시 중구 명동길 30-1,한정식 / 백반 / 정통 한식,3만원-4만원,2,
175,한국의집,서울특별시 중구 퇴계로36길 10,한정식 / 백반 / 정통 한식,4만원 이상,4,
176,상우가든,서울특별시 중구 을지로12길 28 제이매크로타워 B01,고기 요리,4만원 이상,2,
177,해우리,서울특별시 중구 퇴계로 72,해산물 요리,3만원-4만원,1,
178,서울회관,서울특별시 중구 삼일대로 343 대신파이낸스센터 B2,고기 요리,3만원-4만원,2,
179,왕비집,서울특별시 중구 명동9길 13,고기 요리,3만원-4만원,4,
180,오다리집,서울특별시 중구 명동8나길 28 2-3F,한정식 / 백반 / 정통 한식,3만원-4만원,2,
181,순우블랙,서울특별시 중구 명동9길 37-3,고기 요리,4만원 이상,3,
182,너비집,서울특별시 중구 명동9길 37-8,고기 요리,4만원 이상,2,
183,한우방,서울특별시 중구 명동9길 37-5 2F,고기 요리,3만원-4만원,1,
184,라온,서울특별시 중구 명동8가길 36,고기 요리,3만원-4만원,1,
185,묵호횟집,서울특별시 중구 명동9길 43,해산물 요리,4만원 이상,1,
186,호미곶,서울특별시 중구 퇴계로28길 15,해산물 요리,3만원-4만원,1,
187,타마고,서울특별시 중구 을지로 82-1,정통 일식 / 일반 일식,만원 미만,27,3.9
188,현가츠,서울특별시 중구 명동8나길 45,까스 요리,만원 미만,9,3.9
189,부자,서울특별시 중구 삼일대로4길 12,까스 요리,만원 미만,6,3.7
190,우메신,서울특별시 중구 명동길 14 Noonsquare 6F,라멘 / 소바 / 우동,만원 미만,3,
191,타케모토,서울특별시 용산구 두텁바위로 61 1F,정통 일식 / 일반 일식,만원 미만,4,
192,순돈까스,서울특별시 중구 퇴계로20가길 22 2F,까스 요리,만원 미만,3,
193,도제,서울특별시 중구 퇴계로 77 B1,회 / 스시,만원 미만,2,
194,카레카츠,서울특별시 중구 남대문로 81 롯대백화점 본점 B1,까스 요리,만원 미만,3,
195,모리,서울특별시 중구 남대문로 81 롯데백화점 본점,까스 요리,만원 미만,2,
196,홍대개미,서울특별시 중구 소공로 63 B1,돈부리 / 일본 카레 / 벤토,만원 미만,3,
197,연미식당,서울특별시 중구 퇴계로36길 36,정통 일식 / 일반 일식,만원 미만,1,
198,겐조라멘,서울특별시 중구 명동7길 22,라멘 / 소바 / 우동,만원 미만,2,
199,히노아지,서울특별시 중구 명동9길 31,라멘 / 소바 / 우동,만원 미만,1,
200,아키나이제면,서울특별시 중구 명동2길 12 ,라멘 / 소바 / 우동,만원 미만,1,
201,멘텐,서울특별시 중구 삼일대로 305 동북빌딩,라멘 / 소바 / 우동,만원-2만원,77,4.4
202,쯔루하시후게츠,서울특별시 중구 명동8길 21-5 2F,철판 요리,만원-2만원,62,4.1
203,명동돈가스,서울특별시 중구 명동3길 8,까스 요리,만원-2만원,25,4.0
204,식당진,서울특별시 중구 퇴계로22길 5,정통 일식 / 일반 일식,만원-2만원,13,3.7
205,안즈,서울특별시 중구 남대문로 81 롯데백화점 본점 13F,정통 일식 / 일반 일식,만원-2만원,16,3.4
206,토끼정,서울특별시 중구 남대문로 81 롯데백화점 본점 B1,퓨전 일식,만원-2만원,11,3.4
207,진까스,서울특별시 중구 남대문로 60-5,기타 일식,만원-2만원,4,3.1
208,미도리,서울특별시 중구 퇴계로22길 7,회 / 스시,만원-2만원,4,
209,후암편백,서울특별시 용산구 후암로 57-1,기타 일식,만원-2만원,3,
210,스시마이우,서울특별시 중구 을지로 30 B1,회 / 스시,만원-2만원,1,
211,스시한판,서울특별시 중구 명동10길 17-1 2F,회 / 스시,만원-2만원,2,
212,소년식당,서울특별시 중구 남대문로 81 롯데백화점 본점 B1,정통 일식 / 일반 일식,만원-2만원,3,
213,스시바,서울특별시 중구 퇴계로 77 신세계백화점 본점 B1,회 / 스시,만원-2만원,3,
214,마쯔야,서울특별시 중구 소공로 63 신세계백화점 본점 5F,라멘 / 소바 / 우동,만원-2만원,3,
215,부엉이돈가스,서울특별시 용산구 남산공원길 126 2F 202B호,까스 요리,만원-2만원,3,
216,오사무식당,서울특별시 중구 을지로 30 B1,돈부리 / 일본 카레 / 벤토,만원-2만원,3,
217,후암종점,서울특별시 용산구 두텁바위로 83 1F,이자카야 / 오뎅 / 꼬치,만원-2만원,1,
218,노르딕연어,서울특별시 중구 남대문로 81 롯데백화점 본점 B1,회 / 스시,만원-2만원,3,
