,가게이름,가게 주소,음식 종류,가격 범위,리뷰개수,평점
102,함포비빔밥,서울특별시 광진구 아차산로 262 건대 스타시티푸드갤러리 B1,한정식 / 백반 / 정통 한식,만원 미만,1,
103,만복국수집,서울특별시 광진구 광나루로56길 63,국수 / 면 요리,만원 미만,4,
104,북촌손만두,서울특별시 광진구 아차산로31길 45 103호,한정식 / 백반 / 정통 한식,만원 미만,1,
105,딸부자네불백,서울특별시 광진구 동일로22길 71,한정식 / 백반 / 정통 한식,만원 미만,3,
106,백철판0410,서울특별시 광진구 동일로22길 105,닭 / 오리 요리,만원 미만,3,
107,동대문엽기떡볶이,서울특별시 광진구 동일로22길 111,기타 한식,만원 미만,2,
108,남원본가추어탕,서울특별시 광진구 동일로 112,탕 / 찌개 / 전골,만원 미만,2,
109,육전냉면,서울특별시 광진구 광나루로 368,국수 / 면 요리,만원 미만,1,
110,바우닭강정,서울특별시 광진구 자양로15길 78,닭 / 오리 요리,만원 미만,2,
111,정성한줄,서울특별시 광진구 아차산로 537-17 1F 17호,기타 한식,만원 미만,2,
112,순자네식당,서울특별시 광진구 뚝섬로52가길 7,한정식 / 백반 / 정통 한식,만원 미만,2,
113,삼부자철판곱창,서울특별시 광진구 아차산로31길 17,고기 요리,만원 미만,2,
114,동대문엽기떡볶이,서울특별시 광진구 면목로 136-1 1F,기타 한식,만원 미만,1,
115,쌍둥이네칼국수,서울특별시 광진구 능동로16길 35,국수 / 면 요리,만원 미만,1,
116,비사벌전주콩나물국밥,서울특별시 광진구 동일로 88,탕 / 찌개 / 전골,만원 미만,1,
117,쫄국수,서울특별시 광진구 자양로5길 8,기타 한식,만원 미만,1,
118,돈이네삼겹살,서울특별시 광진구 자양번영로6길 5,고기 요리,만원 미만,1,
119,고봉민김밥인,서울특별시 광진구 능동로 271,기타 한식,만원 미만,4,
120,어테이블,서울특별시 광진구 능동로4길 51 101호,한정식 / 백반 / 정통 한식,만원 미만,3,
121,도도한김밥,서울특별시 광진구 아차산로 262 스타시티 B1,기타 한식,만원 미만,2,
122,포마토김밥,서울특별시 광진구 아차산로30길 20,기타 한식,만원 미만,3,
123,쌀뜸밥뜸,서울특별시 광진구 아차산로 305 동화빌딩,한정식 / 백반 / 정통 한식,만원 미만,2,
124,더진국,서울특별시 광진구 능동로13길 19,탕 / 찌개 / 전골,만원 미만,2,
125,동대문엽기떡볶이,서울특별시 광진구 자양로 92,기타 한식,만원 미만,2,
126,내가찜한닭,서울특별시 광진구 아차산로33길 63,닭 / 오리 요리,만원 미만,3,
127,본가칼국수,서울특별시 광진구 동일로22길 47,국수 / 면 요리,만원 미만,2,
128,악어떡볶이,서울특별시 광진구 능동로13길 46,기타 한식,만원 미만,3,
129,원조순대국감자탕전문,서울특별시 광진구 능동로13길 69,탕 / 찌개 / 전골,만원 미만,1,
130,맛닭꼬,서울특별시 광진구 광나루로 380,닭 / 오리 요리,만원 미만,1,
131,한스떡볶이,서울특별시 광진구 능동로50길 7,기타 한식,만원 미만,1,
132,사랑담은묵은지찜찌개,서울특별시 광진구 자양로11길 11-1,한정식 / 백반 / 정통 한식,만원 미만,2,
133,장호덕손만두,서울특별시 광진구 자양로 128,한정식 / 백반 / 정통 한식,만원 미만,1,
134,국수사랑채,서울특별시 광진구 군자로 138,국수 / 면 요리,만원 미만,1,
135,육쌈냉면,서울특별시 광진구 아차산로29길 34,국수 / 면 요리,만원 미만,1,
